"시군명","연락처","행사주최","장소","시간","행사종료일","행사시작일","내용","제목","고유번호"
"진주시","010-8558-5761","(사)한국서예협회 진주지부","제1전시실","10:00 - 18:00","2019-11-05","2019-11-01","행사설명 : 한국서예협회 진주지부는 서예를 전공하는 모임으로 현재 대한민국서예대전 초대작가 50여명 경상남도서예대전 초대작가 80여명이 활동하는 진주 최고 의 서예단체 전시.입장료(관람료) : 무료","[대관]제31회 한국서예협회 진주지부전","41229102"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:30","2019-11-01","2019-11-01","행사설명 :2019하반기 Great Season의 주요공연으로 음악성, 대중성을 겸비한 대중음악의 기념비적 공연. 데뷔곡으로 시인의 마을, 떠나가는배, 북한강에서 등 다양한 히트곡이 있으며 당대의 사회상과 소통하는 싱어송라이터 콘서트입장료(관람료) : VIP석 70,000원, R석 50,000원, S석 40,000원, A석 30,000원","<기획>정태춘 박은옥 40주년 기념 콘서트","41229101"
"진주시","055-749-8594","진주시","경남문화예술회관 대공연장","19:30","2019-12-19","2019-12-19","행사설명 : 클래식공연입장료(관람료) : 무료","진주시립교향악단 정기연주회","41229100"
"진주시","055-772-2280","경상대학교 음악교육과","경상대학교 예술관 콘서트홀","19:30","2019-12-18","2019-12-18","행사설명 : 클래식공연입장료(관람료) : 무료","캠퍼스 정기연주회","41229099"
"진주시","055-747-0833","진주YMCA","경남문화예술회관 대공연장","19:30","2019-12-01","2019-12-01","행사설명 : 클래식공연입장료(관람료) : 무료","청소년오케스트라 정기연주회","41229098"
"창원시","055-225-3682","문화예술과","세코 3회의실","16:00","2019-12-21","2019-12-20","행사설명 : 경상권 문화기획자 대회 및 네트워크 조성입장료(관람료) : 무료","경상권 문화기획자 대회","41229097"
"창원시","055-225-3682","문화예술과","창원국제사격장","10:00","2019-12-06","2019-12-06","행사설명 : 창원예술교육사 양성과정 및 파견사업 참여자 성과 공유회 및 네트워킹입장료(관람료) : 무료","창원예술교육사성과공유회","41229096"
"창원시","055-716-1212","창원시 문화도시센터","한국산업단지공단마산3.15 아트센터진해JK 켄벤션 웨딩","13:30","2019-12-05","2019-12-03","행사설명 : 문화도시 창원 타운홀 미팅 (전문가)입장료(관람료) : 무료","문화도시 창원 타운홀 미팅(전문가)","41229095"
"창원시","055-714-7644","예술의전당/(재)창원문화재단","창원역사민속관 영상실","14:00/15:00","2019-12-22","2019-11-19","예술의전당 우수예술 콘텐츠를 대형 스크린으로 즐기는 감동의 시간, 세계적인 작가들의 그래피티 뮤지엄쇼 <위대한 낙서>. 입장료 : 무료","영상으로 만나는 <위대한 낙서展>","41229094"
"창원시","055-714-7643","(재)창원문화재단","창원의집","18:00~20:30","2019-12-24","2019-12-24","창원의 집 야간개방을 통한 고택의 색다른 정취를 만끽할 수 있는 프로그램. 입장료 : 무료","문화가 있는 날 <창원의집 달빛산책>","41229093"
"창원시","055-714-7644","(재)창원문화재단","창원역사민속관 영상실","19:00~20:20","2019-12-24","2019-12-24","한국영상자료원 제공 한국대표 고전영화를 디지털 복원하여 상영, 12월의 상영작 <휴일(1968), 이만희 감독, 신성일 주연>. 입장료 : 무료","문화가 있는 날 <한국영화 명작 콜랙숀 '휴일(1968)'>","41229092"
"창원시","055-714-7644","(재)창원문화재단/동양자수박물관","창원역사민속관 기획전시실(B1)","평일 10:00~18:00주말 10:00~18:00","2019-12-15","2019-09-24","한국자수의 독창성과 다양성, 조형성을 시대별로 체계적 감상. 관람료 : 무료","기획전시 <자수, 아름답고 소중한 한 땀의 미학>","41229091"
"창원시","010-2670-5551","사진도 즐겁게","진해문화센터 전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-22","2019-12-18","사진도 즐겁게 회원사진전. 관람료 : 무료","사진도 즐겁게 회원사진전","41229090"
"창원시","010-4949-2533","곽순희","진해문화센터 전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-15","2019-12-12","곽순희 개인전. 관람료 : 무료","곽순희 개인전","41229089"
"창원시","055-544-8880","진해문화원","진해문화센터 전시실","10:00~19:00","2019-12-11","2019-12-10","2019년 진해문화원 문화학교 22기 작품전시회. 관람료 : 무료","2019년 진해문화원 문화학교 제22기 작품전시회","41229088"
"창원시","010-4557-2946","진수모","진해문화센터 전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-08","2019-12-06","창원대 평생교육원 디딤전. 관람료 : 무료","창원대 평생교육원 디딤전","41229087"
"창원시","010-3068-0401","사단법인 문화예술교육협의회","진해문화센터 전시실","10:00~19:00","2019-12-05","2019-12-03","라온미술대전. 관람료 : 무료","라온미술대전","41229086"
"창원시","010-9161-2613","창원구상작가회","진해문화센터 전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-01","2019-11-25","2019 제23회 창원구상작가회 정기전. 관람료 : 무료","2019 제23회 창원구상작가회 정기전","41229085"
"창원시","055-289-9610","자연유치원","진해문화센터 공연장","10:00/15:00","2019-12-28","2019-12-28","자연유치원 발표회. 입장료 : 무료","자연유치원 발표회","41229084"
"창원시","055-544-8876","진해중학교","진해문화센터 공연장","18:00","2019-12-27","2019-12-27","진해중학교 장복축제. 입장료 : 무료","진해중학교 장복축제","41229083"
"창원시","05-543-2050","하늘숲유치원","진해문화센터 공연장","10:00/13:30","2019-12-21","2019-12-21","산타와 함께하는 작은 음악회. 입장료 : 무료","산타와 함께하는 작은 음악회","41229082"
"창원시","02-882-9001","극단 님비곰비","진해문화센터 공연장","10:15/11:20","2019-12-20","2019-12-20","재난안전 명작뮤지컬 슈퍼 아기 돼지 삼형제. 입장료 : 일반석 15,000원/단체석 6,000원","재난안전 명작뮤지컬 슈퍼 아기 돼지 삼형제","41229081"
"창원시","055-542-7535","석동초등학교","진해문화센터 공연장","18:30","2019-12-18","2019-12-18","제9회 석동 윈드 오케스트라 정기연주회. 입장료 : 무료","제9회 석동 윈드 오케스트라 정기연주회","41229080"
"창원시","055-547-7187","성심유치원","진해문화센터 공연장","14:00","2019-12-14","2019-12-14","성심유치원 성심사랑 발표회. 입장료 : 무료","성심사랑 발표회","41229079"
"창원시","02-420-3005","극단해미소","진해문화센터 공연장","10:20/11:20","2019-12-13","2019-12-13","빨간코 루돌프와 산타클로스. 입장료 : 일반석 10,000원/단체석 5,000원","빨간코 루돌프와 산타클로스","41229078"
"창원시","055-547-5003","숲속나라유치원","진해문화센터 공연장","11일 18:30, 12일 18:30","2019-12-12","2019-12-11","숲속나라유치원 꼬마예술제. 입장료 : 무료","숲속나라유치원 꼬마 예술제","41229077"
"창원시","055-544-8880","진해문화원","진해문화센터 공연장","14:00","2019-12-10","2019-12-10","2019년 진해문화원 문화학교 제22기 합동수료식. 입장료 : 무료","2019년 진해문화원 문화학교 제22기 합동수료식","41229076"
"창원시","055-242-9756","진해필하모닉오케스트라","진해문화센터 공연장","18:00","2019-12-07","2019-12-07","진해필하모닉오케스트라 제24회 정기연주회. 입장료 : 무료","진해필하모닉오케스트라 제24회 정기연주회","41229075"
"창원시","010-7573-7550","플루테움앙상블","진해문화센터 공연장","19:00","2019-12-05","2019-12-05","제6회 플루테움앙상블 정기연주회. 입장료 : 무료","제6회 플루테움앙상블 정기연주회","41229074"
"창원시","02-2654-6854010-9138-2069","DUBU기획","진해문화센터 공연장","10:10/11:10","2019-12-04","2019-12-04","인형극 호두까기 인형. 입장료 : 일반석 15,000원","인형극 호두까기 인형","41229073"
"창원시","055-299-4015 011-376-4015","창원환경미술협회","3·15아트센터 제2전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-17","2019-12-12","창원의 환경보호와 아름다운 환경을 작품으로 재해석한 작품전. 관람료 : 무료","창원사랑 환경사랑 테마 정기전","41229072"
"창원시","055-605-7405 010-8780-7405","허은주","3·15아트센터 제3전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-10","2019-12-05","2019년도 새롭게 시도하는 ""빛 에너지""를 주제로 한 작품전. 관람료 : 무료","빛 에너지전(허은주 30회 개인전)","41229071"
"창원시","010-2320-9394","경남한국화가협회","3·15아트센터 제2전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-10","2019-12-05","전통미술의 맥을 잇기 위한 전시로, 한국화 작품 60여 점 전시. 관람료 : 무료","제35회 경남한국화가협회전","41229070"
"창원시","010-3929-0668","장영선","3·15아트센터 제3전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-03","2019-11-28","14년간 캘리그라퍼로 활동중인 작가의 작품전. 관람료 : 무료","장영선 캘리그라피 개인전 '글통'","41229069"
"창원시","010-9312-3491","경남미술청년작가회","3·15아트센터 제2전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-03","2019-11-28","ART COMBINE 2019 경남 5개 지역 청년작가회 분야별 작품전. 관람료 : 무료","제5회 경남미술청년작가회 정기전","41229068"
"창원시","010-4188-0402","한마원우회","3·15아트센터 제1전시실","평일 10:00~19:00주말 10:00~18:00","2019-12-03","2019-11-28","경남대학교 미술교육학과 동문들의 서양화, 한국화, 조각분야 등의 작품전. 관람료 : 무료","제33회 한마전","41229067"
"창원시","055-719-7800","(재)창원문화재단","3·15아트센터 소극장","18:00","2019-12-25","2019-12-25","수요콘서트 최낙타&스텔라장 크리스마스엔 고막남녀. 입장료 : 30,000원","수요콘서트 최낙타&스텔라장 크리스마스엔 고막남녀","41229066"
"창원시","010-6677-6409","경남아트오케스트라","3·15아트센터 소극장","19:30","2019-12-22","2019-12-22","2019 송년음악회.입장료 : 무료석","2019 송년음악회","41229065"
"창원시","010-3368-6537","경남필하모닉청소년관악단","3·15아트센터 대극장","17:00","2019-12-22","2019-12-22","경남필하모닉청소년관악단 기획연주 'Wity, You'. 입장료 : 무료석","경남필하모닉청소년관악단 기획연주 'Wity, You'","41229064"
"창원시","055-222-2858 010-5499-2859","창원시청소년교향악단","3·15아트센터 소극장","17:00","2019-12-21","2019-12-21","차세대 유망 Young Artist 협주곡의 밤. 입장료 : 무료석","차세대 유망 Young Artist 협주곡의 밤","41229063"
"창원시","010-2943-6421","경남CBS선교합창단","3·15아트센터 대극장","17:00","2019-12-21","2019-12-21","헨델의 오라토리오 메시아 연주회. 입장료 : 무료석","헨델의 오라토리오 메시아 연주회","41229062"
"창원시","055-231-5618","광려중학교","3·15아트센터 대극장","18:00","2019-12-20","2019-12-20","광려중학교 학생국악관현악단 '다루향' 제8회 정기공연. 입장료 : 무료석","광려중학교 학생국악관현악단 '다루향' 제8회 정기공연","41229061"
"창원시","055-252-9502 010-2530-7199","창원예술학교","3·15아트센터 소극장","18:30","2019-12-19","2019-12-19","2019 제4회 들려줌 콘서트. 입장료 : 무료석","2019 제4회 들려줌 콘서트","41229060"
"창원시","010-8502-7464","창원시여성합창단","3·15아트센터 대극장","19:30","2019-12-19","2019-12-19","창원시 마산여성합창단 제56회 정기연주회. 입장료 : 무료석","창원시 마산여성합창단 제56회 정기연주회","41229059"
"창원시","010-8546-8346","경남심포니오케스트라","3·15아트센터 소극장","19:30","2019-12-18","2019-12-18","경남심포니오케스트라 정기연주회. 입장료 : 무료석","경남심포니오케스트라","41229058"
